Id,mean_exam_points
10301,62.6
10302,70.3
10303,56.111111111111114
10304,83.77777777777777
10305,70.144578313253
10306,52.609756097560975
10307,83.31858407079646
10308,57.30107526881721
10309,54.76190476190476
10310,58.111111111111114
10311,58.06837606837607
10312,56.285714285714285
10313,89.45
10314,57.554794520547944
10315,84.52459016393442
10316,53.790055248618785
10317,51.68421052631579
10318,59.258823529411764
10319,87.19148936170212
10320,60.36842105263158
10321,87.19148936170212
10322,65.41379310344827
10323,78.04395604395604
10324,58.64646464646464
10325,60.266666666666666
10326,47.5
10327,78.04395604395604
10328,55.285714285714285
10329,65.41379310344827
10330,64.86046511627907
10331,57.388888888888886
10332,55.285714285714285
10333,76.36842105263158
10334,89.825
10335,63.46153846153846
10336,58.333333333333336
10337,60.36842105263158
10338,57.554794520547944
10339,57.554794520547944
10340,58.042857142857144
10341,57.554794520547944
10342,85.6
10343,75.14285714285714
10344,52.609756097560975
10345,63.03921568627451
10346,65.41379310344827
10347,59.43181818181818
10348,52.37777777777778
10349,67.23684210526316
10350,57.32203389830509
10351,63.5
10352,64.625
10353,53.790055248618785
10354,58.06837606837607
10355,60.58139534883721
10356,83.31858407079646
10357,62.04
10358,63.03921568627451
10359,49.285714285714285
10360,66.75
10361,62.875
10362,52.404761904761905
10363,62.71830985915493
10364,62.6
10365,57.554794520547944
10366,58.588235294117645
10367,58.714285714285715
10368,52.274193548387096
10369,71.76923076923077
10370,73.02325581395348
10371,81.22222222222223
10372,52.752631578947366
10373,54.24817518248175
10374,66.0
10375,54.333333333333336
10376,66.63636363636364
10377,59.258823529411764
10378,87.19148936170212
10379,83.82758620689656
10380,78.04395604395604
10381,54.3
10382,52.94915254237288
10383,57.32203389830509
10384,55.833333333333336
10385,64.0
10386,52.274193548387096
10387,60.3421052631579
10388,80.65957446808511
10389,54.92857142857143
10390,61.25
10391,58.64646464646464
10392,56.80952380952381
10393,76.5
10394,66.41666666666667
10395,59.5
10396,78.04395604395604
10397,81.0
10398,89.825
10399,52.609756097560975
10400,60.77777777777778
10401,83.31858407079646
10402,64.72222222222223
10403,79.3076923076923
10404,86.77777777777777
10405,81.65217391304348
10406,64.86046511627907
10407,52.94915254237288
10408,58.333333333333336
10409,59.258823529411764
10410,62.71830985915493
10411,54.76923076923077
10412,59.148148148148145
10413,58.64646464646464
10414,52.609756097560975
10415,52.752631578947366
10416,87.19148936170212
10417,61.095238095238095
10418,52.752631578947366
10419,61.022222222222226
10420,54.76190476190476
10421,52.37777777777778
10422,52.752631578947366
10423,57.554794520547944
10424,90.66666666666667
10425,61.375
10426,83.77777777777777
10427,70.78947368421052
10428,73.02325581395348
10429,80.65957446808511
10430,52.752631578947366
10431,66.2
10432,84.52459016393442
10433,83.31858407079646
10434,57.54545454545455
10435,62.0
10436,87.25757575757575
10437,62.71830985915493
10438,52.37777777777778
10439,49.57142857142857
10440,73.02325581395348
10441,54.76923076923077
10442,54.24817518248175
10443,52.609756097560975
10444,59.43181818181818
10445,56.89473684210526
10446,52.609756097560975
10447,59.43181818181818
10448,57.32203389830509
10449,54.951219512195124
10450,76.125
10451,84.8
10452,87.0
10453,79.3076923076923
10454,74.41379310344827
10455,55.52777777777778
10456,83.31858407079646
10457,52.752631578947366
10458,50.77777777777778
10459,58.64646464646464
10460,53.790055248618785
10461,67.57142857142857
10462,58.64646464646464
10463,52.609756097560975
10464,66.75
10465,52.94915254237288
10466,55.57142857142857
10467,65.44444444444444
10468,54.951219512195124
10469,54.24817518248175
10470,78.04395604395604
10471,60.516129032258064
10472,56.80952380952381
10473,52.752631578947366
10474,52.752631578947366
10475,59.148148148148145
10476,64.75
10477,57.554794520547944
10478,81.625
10479,73.02325581395348
10480,81.22222222222223
10481,57.388888888888886
10482,60.516129032258064
10483,74.41379310344827
10484,52.609756097560975
10485,55.833333333333336
10486,59.258823529411764
10487,59.43181818181818
10488,56.94736842105263
10489,61.25
10490,52.11538461538461
10491,52.609756097560975
10492,56.833333333333336
10493,52.11538461538461
10494,62.6
10495,86.77777777777777
10496,57.55555555555556
10497,87.19148936170212
10498,56.80952380952381
10499,56.333333333333336
10500,58.111111111111114
10501,84.52459016393442
10502,83.31858407079646
10503,56.0
10504,52.609756097560975
10505,58.111111111111114
10506,60.6
10507,87.19148936170212
10508,47.8421052631579
10509,89.2
10510,58.64646464646464
10511,81.22222222222223
10512,54.92857142857143
10513,52.404761904761905
10514,59.43181818181818
10515,57.32203389830509
10516,68.29411764705883
10517,53.839080459770116
10518,63.03921568627451
10519,80.65957446808511
10520,52.37777777777778
10521,52.94915254237288
10522,66.75
10523,57.23529411764706
10524,73.02325581395348
10525,81.65217391304348
10526,53.51851851851852
10527,87.19148936170212
10528,57.23529411764706
10529,55.52777777777778
10530,56.333333333333336
10531,54.24817518248175
10532,59.0
10533,58.64646464646464
10534,78.04395604395604
10535,53.86666666666667
10536,58.042857142857144
10537,83.82758620689656
10538,59.43181818181818
10539,54.76190476190476
10540,66.63636363636364
10541,52.37777777777778
10542,53.790055248618785
10543,57.23529411764706
10544,59.42857142857143
10545,83.1
10546,59.148148148148145
10547,67.4
10548,84.625
10549,57.554794520547944
10550,70.78947368421052
10551,87.25757575757575
10552,59.43181818181818
10553,58.588235294117645
10554,52.609756097560975
10555,89.45
10556,57.30107526881721
10557,62.6
10558,57.554794520547944
10559,80.3
10560,58.06837606837607
10561,52.609756097560975
10562,52.37777777777778
10563,83.31858407079646
10564,83.31858407079646
10565,81.65217391304348
10566,59.43181818181818
10567,59.43181818181818
10568,52.274193548387096
10569,60.58139534883721
10570,52.609756097560975
10571,67.125
10572,83.77777777777777
10573,59.2
10574,62.71830985915493
10575,78.04395604395604
10576,54.3
10577,76.5
10578,88.57142857142857
10579,61.81818181818182
10580,57.714285714285715
10581,84.52459016393442
10582,87.25757575757575
10583,52.274193548387096
10584,55.0
10585,58.06837606837607
10586,53.214285714285715
10587,90.66666666666667
10588,80.65957446808511
10589,78.04395604395604
10590,59.43181818181818
10591,47.8421052631579
10592,59.857142857142854
10593,61.022222222222226
10594,58.64646464646464
10595,57.30107526881721
10596,64.0
10597,52.37777777777778
10598,57.388888888888886
10599,52.274193548387096
10600,59.43181818181818
10601,80.65957446808511
10602,66.2
10603,57.554794520547944
10604,85.54545454545455
10605,73.0
10606,73.0
10607,83.77777777777777
10608,54.24817518248175
10609,57.30107526881721
10610,57.554794520547944
10611,76.125
10612,52.609756097560975
10613,61.666666666666664
10614,85.54545454545455
10615,52.752631578947366
10616,66.41666666666667
10617,55.52777777777778
10618,57.857142857142854
10619,57.30107526881721
10620,59.148148148148145
10621,59.43181818181818
10622,53.839080459770116
10623,59.857142857142854
10624,78.04395604395604
10625,84.52459016393442
10626,73.0
10627,71.76923076923077
10628,78.04395604395604
10629,52.11538461538461
10630,52.752631578947366
10631,59.258823529411764
10632,78.04395604395604
10633,52.752631578947366
10634,86.22222222222223
10635,83.31858407079646
10636,52.609756097560975
10637,59.148148148148145
10638,62.71830985915493
10639,64.4
10640,52.37777777777778
10641,73.02325581395348
10642,57.554794520547944
10643,54.24817518248175
10644,53.790055248618785
10645,53.839080459770116
10646,52.609756097560975
10647,81.73333333333333
10648,58.042857142857144
10649,59.43181818181818
10650,57.25
10651,87.2
10652,52.609756097560975
10653,52.609756097560975
10654,52.94915254237288
10655,59.142857142857146
10656,58.64646464646464
10657,71.32075471698113
10658,52.752631578947366
10659,67.2
10660,66.63636363636364
10661,87.19148936170212
10662,85.0
10663,52.609756097560975
10664,58.64646464646464
10665,87.0
10666,52.752631578947366
10667,56.80952380952381
10668,84.16666666666667
10669,61.022222222222226
10670,83.82758620689656
10671,55.52777777777778
10672,64.25
10673,53.790055248618785
10674,80.65957446808511
10675,58.042857142857144
10676,69.92307692307692
10677,83.82758620689656
10678,59.258823529411764
10679,58.06837606837607
10680,64.86046511627907
10681,53.790055248618785
10682,64.6
10683,51.97872340425532
10684,47.8421052631579
10685,54.24817518248175
10686,54.76923076923077
10687,84.8
10688,53.790055248618785
10689,74.41379310344827
10690,55.52777777777778
10691,73.0
10692,84.52459016393442
10693,80.65957446808511
10694,71.54838709677419
10695,62.833333333333336
10696,53.839080459770116
10697,71.32075471698113
10698,84.16666666666667
10699,57.30107526881721
10700,78.04395604395604
10701,65.41379310344827
10702,54.24817518248175
10703,59.148148148148145
10704,57.54545454545455
10705,88.57142857142857
10706,57.30107526881721
10707,83.31858407079646
10708,47.8421052631579
10709,52.752631578947366
10710,62.04
10711,52.609756097560975
10712,52.404761904761905
10713,60.3421052631579
10714,66.2
10715,64.86046511627907
10716,80.65957446808511
10717,83.14285714285714
10718,64.4
10719,59.258823529411764
10720,70.144578313253
10721,52.94915254237288
10722,67.23684210526316
10723,60.36842105263158
10724,78.4
10725,49.75
10726,59.857142857142854
10727,57.32203389830509
10728,84.66666666666667
10729,73.02325581395348
10730,83.77777777777777
10731,85.0
10732,57.32203389830509
10733,63.5
10734,57.554794520547944
10735,57.32203389830509
10736,49.916666666666664
10737,54.35294117647059
10738,52.609756097560975
10739,78.04395604395604
10740,60.58139534883721
10741,84.52459016393442
10742,58.06837606837607
10743,59.43181818181818
10744,66.75
10745,81.65217391304348
10746,60.516129032258064
10747,83.82758620689656
10748,54.76190476190476
10749,54.24817518248175
10750,51.68421052631579
10751,58.82857142857143
10752,56.333333333333336
10753,60.58139534883721
10754,71.32075471698113
10755,58.042857142857144
10756,58.06837606837607
10757,51.75
10758,52.94915254237288
10759,58.64646464646464
10760,79.3076923076923
10761,52.609756097560975
10762,59.148148148148145
10763,52.11538461538461
10764,61.666666666666664
10765,58.06837606837607
10766,60.3421052631579
10767,54.24817518248175
10768,62.71830985915493
10769,81.73333333333333
10770,53.214285714285715
10771,81.72222222222223
10772,52.609756097560975
10773,53.790055248618785
10774,52.37777777777778
10775,54.333333333333336
10776,53.63636363636363
10777,51.97872340425532
10778,54.24817518248175
10779,71.5
10780,59.148148148148145
10781,66.2
10782,57.625
10783,66.41666666666667
10784,59.258823529411764
10785,52.752631578947366
10786,76.36842105263158
10787,61.3125
10788,64.0
10789,83.14285714285714
10790,57.30107526881721
10791,52.404761904761905
10792,52.37777777777778
10793,67.2
10794,51.27272727272727
10795,81.88888888888889
10796,52.752631578947366
10797,53.790055248618785
10798,59.857142857142854
10799,84.8
10800,82.2
10801,56.333333333333336
10802,52.752631578947366
10803,78.04395604395604
10804,64.86046511627907
10805,80.65957446808511
10806,70.144578313253
10807,83.31858407079646
10808,54.92857142857143
10809,52.404761904761905
10810,64.0
10811,60.333333333333336
10812,63.5
10813,52.609756097560975
10814,61.375
10815,60.266666666666666
10816,71.32075471698113
10817,52.609756097560975
10818,73.02325581395348
10819,53.790055248618785
10820,61.25
10821,52.37777777777778
10822,59.148148148148145
10823,83.31858407079646
10824,52.94915254237288
10825,85.54545454545455
10826,64.0
10827,80.65957446808511
10828,82.3
10829,67.23684210526316
10830,58.64646464646464
10831,50.18181818181818
10832,51.27272727272727
10833,59.857142857142854
10834,50.77777777777778
10835,84.52459016393442
10836,47.5
10837,53.790055248618785
10838,52.37777777777778
10839,51.75
10840,54.3
10841,57.30107526881721
10842,49.285714285714285
10843,54.951219512195124
10844,58.06837606837607
10845,58.64646464646464
10846,54.951219512195124
10847,54.76923076923077
10848,58.64646464646464
10849,53.839080459770116
10850,50.77777777777778
10851,54.24817518248175
10852,57.554794520547944
10853,57.32203389830509
10854,83.82758620689656
10855,64.25
10856,78.04395604395604
10857,58.82857142857143
10858,62.71830985915493
10859,78.4
10860,52.752631578947366
10861,53.839080459770116
10862,61.095238095238095
10863,54.24817518248175
10864,52.609756097560975
10865,53.790055248618785
10866,64.0
10867,63.03921568627451
10868,54.24817518248175
10869,60.58139534883721
10870,73.02325581395348
10871,54.24817518248175
10872,76.125
10873,80.65957446808511
10874,58.06837606837607
10875,63.03921568627451
10876,61.375
10877,52.404761904761905
10878,51.27272727272727
10879,63.6
10880,52.37777777777778
10881,84.52459016393442
10882,52.609756097560975
10883,57.30107526881721
10884,52.609756097560975
10885,70.144578313253
10886,52.752631578947366
10887,53.790055248618785
10888,84.52459016393442
10889,62.71830985915493
10890,59.43181818181818
10891,53.790055248618785
10892,52.37777777777778
10893,63.03921568627451
10894,63.5
10895,78.04395604395604
10896,87.0
10897,56.111111111111114
10898,57.857142857142854
10899,61.022222222222226
10900,56.333333333333336
10901,56.111111111111114
10902,58.042857142857144
10903,53.790055248618785
10904,66.75
10905,52.94915254237288
10906,71.32075471698113
10907,58.06837606837607
10908,64.86046511627907
10909,57.30107526881721
10910,87.0
10911,57.554794520547944
10912,83.82758620689656
10913,69.71428571428571
10914,52.609756097560975
10915,81.65217391304348
10916,61.25
10917,56.333333333333336
10918,68.29411764705883
10919,63.0
10920,86.77777777777777
10921,62.6
10922,63.111111111111114
10923,58.625
10924,86.77777777777777
10925,64.0
10926,52.609756097560975
10927,52.609756097560975
10928,62.71830985915493
10929,61.022222222222226
10930,83.82758620689656
10931,62.833333333333336
10932,54.951219512195124
10933,87.19148936170212
10934,52.609756097560975
10935,55.81818181818182
10936,59.258823529411764
10937,60.516129032258064
10938,60.58139534883721
10939,52.274193548387096
10940,57.32203389830509
10941,62.71830985915493
10942,71.32075471698113
10943,58.06837606837607
10944,57.32203389830509
10945,61.285714285714285
10946,56.333333333333336
10947,49.916666666666664
10948,60.333333333333336
10949,47.5
10950,53.839080459770116
10951,66.63636363636364
10952,53.790055248618785
10953,59.258823529411764
10954,52.752631578947366
10955,52.37777777777778
10956,54.24817518248175
10957,55.833333333333336
10958,60.36842105263158
10959,57.23529411764706
10960,52.752631578947366
10961,51.68421052631579
10962,70.3
10963,49.916666666666664
10964,52.37777777777778
10965,63.03921568627451
10966,61.022222222222226
10967,60.58139534883721
10968,52.609756097560975
10969,54.24817518248175
10970,52.274193548387096
10971,57.554794520547944
10972,83.31858407079646
10973,55.5
10974,90.66666666666667
10975,56.94736842105263
10976,60.3421052631579
10977,52.404761904761905
10978,58.06837606837607
10979,62.0
10980,83.31858407079646
10981,49.285714285714285
10982,74.41379310344827
10983,87.0
10984,52.404761904761905
10985,64.0
10986,58.06837606837607
10987,54.3
10988,58.06837606837607
10989,56.333333333333336
10990,53.790055248618785
10991,53.790055248618785
10992,59.43181818181818
10993,84.52459016393442
10994,52.752631578947366
10995,59.258823529411764
10996,61.095238095238095
10997,59.258823529411764
10998,61.0
10999,76.36842105263158
11000,55.833333333333336
11001,53.86666666666667
11002,81.0
11003,54.24817518248175
11004,62.71830985915493
11005,57.30107526881721
11006,61.095238095238095
11007,62.71830985915493
11008,61.375
11009,58.042857142857144
11010,64.86046511627907
11011,63.111111111111114
11012,52.609756097560975
11013,87.19148936170212
11014,58.111111111111114
11015,84.8
11016,58.111111111111114
11017,58.06837606837607
11018,84.52459016393442
11019,52.274193548387096
11020,58.042857142857144
11021,83.77777777777777
11022,83.82758620689656
11023,52.609756097560975
11024,58.64646464646464
11025,54.24817518248175
11026,63.5
11027,58.64646464646464
11028,83.31858407079646
11029,54.24817518248175
11030,54.24817518248175
11031,80.33333333333333
11032,76.36842105263158
11033,59.148148148148145
11034,52.404761904761905
11035,83.82758620689656
11036,75.14285714285714
11037,73.6
11038,52.609756097560975
11039,53.839080459770116
11040,58.06837606837607
11041,61.022222222222226
11042,51.27272727272727
11043,84.52459016393442
11044,71.32075471698113
11045,70.144578313253
11046,89.45
11047,87.19148936170212
11048,57.554794520547944
11049,61.095238095238095
11050,51.97872340425532
11051,61.25
11052,85.54545454545455
11053,60.36842105263158
11054,47.5
11055,60.36842105263158
11056,60.36842105263158
11057,78.04395604395604
11058,87.25757575757575
11059,52.752631578947366
11060,83.82758620689656
11061,53.790055248618785
11062,57.30107526881721
11063,88.57142857142857
11064,70.144578313253
11065,57.30107526881721
11066,70.78947368421052
11067,58.06837606837607
11068,57.30107526881721
11069,66.75
11070,86.25
11071,81.65217391304348
11072,58.042857142857144
11073,58.06837606837607
11074,68.4
11075,70.144578313253
11076,62.71830985915493
11077,79.3076923076923
11078,57.30107526881721
11079,78.04395604395604
11080,83.31858407079646
11081,52.752631578947366
11082,83.31858407079646
11083,53.839080459770116
11084,78.04395604395604
11085,80.3
11086,83.31858407079646
11087,83.82758620689656
11088,67.57142857142857
11089,52.752631578947366
11090,67.57142857142857
11091,52.609756097560975
11092,57.554794520547944
11093,58.042857142857144
11094,53.839080459770116
11095,57.554794520547944
11096,52.609756097560975
11097,55.285714285714285
11098,63.03921568627451
11099,52.609756097560975
11100,52.609756097560975
11101,76.33333333333333
11102,83.82758620689656
11103,87.25757575757575
11104,84.52459016393442
11105,56.80952380952381
11106,57.32203389830509
11107,74.41379310344827
11108,66.63636363636364
11109,62.6
11110,57.30107526881721
11111,78.04395604395604
11112,54.76190476190476
11113,55.81818181818182
11114,86.77777777777777
11115,59.0
11116,83.77777777777777
11117,67.23684210526316
11118,82.625
11119,64.25
11120,61.25
11121,70.144578313253
11122,60.3421052631579
11123,81.65217391304348
11124,84.16666666666667
11125,59.148148148148145
11126,52.752631578947366
11127,51.75
11128,62.6
11129,64.72222222222223
11130,73.02325581395348
11131,52.752631578947366
11132,52.37777777777778
11133,76.125
11134,60.58139534883721
11135,83.31858407079646
11136,57.32203389830509
11137,83.82758620689656
11138,81.65217391304348
11139,63.03921568627451
11140,61.25
11141,76.36842105263158
11142,52.609756097560975
11143,81.22222222222223
11144,57.554794520547944
11145,58.64646464646464
11146,60.3421052631579
11147,63.03921568627451
11148,59.0
11149,53.790055248618785
11150,54.24817518248175
11151,66.0
11152,53.790055248618785
11153,57.32203389830509
11154,78.04395604395604
11155,57.554794520547944
11156,70.78947368421052
11157,56.333333333333336
11158,83.31858407079646
11159,52.94915254237288
11160,58.06837606837607
11161,52.37777777777778
11162,84.8
11163,54.24817518248175
11164,54.951219512195124
11165,58.042857142857144
11166,52.752631578947366
11167,80.65957446808511
11168,70.5
11169,73.6
11170,52.752631578947366
11171,56.80952380952381
11172,89.45
11173,60.266666666666666
11174,53.51851851851852
11175,83.77777777777777
11176,54.24817518248175
11177,71.32075471698113
11178,58.042857142857144
11179,56.285714285714285
11180,87.25757575757575
11181,52.752631578947366
11182,52.37777777777778
11183,86.22222222222223
11184,57.30107526881721
11185,52.752631578947366
11186,58.06837606837607
11187,86.22222222222223
11188,50.77777777777778
11189,64.28571428571429
11190,88.57142857142857
11191,59.0
11192,84.8
11193,60.58139534883721
11194,83.82758620689656
11195,57.625
11196,70.144578313253
11197,52.274193548387096
11198,66.75
11199,66.75
11200,59.148148148148145
11201,87.25757575757575
11202,73.02325581395348
11203,57.32203389830509
11204,57.55555555555556
11205,59.857142857142854
11206,58.625
11207,61.25
11208,71.75
11209,57.32203389830509
11210,60.36842105263158
11211,64.4
11212,59.8
11213,70.144578313253
11214,51.75
11215,52.609756097560975
11216,74.41379310344827
11217,57.554794520547944
11218,84.8
11219,87.19148936170212
11220,61.022222222222226
11221,52.752631578947366
11222,70.144578313253
11223,54.951219512195124
11224,57.554794520547944
11225,87.25757575757575
11226,60.516129032258064
11227,54.76923076923077
11228,58.06837606837607
11229,63.111111111111114
11230,58.042857142857144
11231,73.0
11232,58.042857142857144
11233,57.30107526881721
11234,52.46666666666667
11235,84.66666666666667
11236,54.24817518248175
11237,54.24817518248175
11238,57.23529411764706
11239,52.11538461538461
11240,58.64646464646464
11241,66.2
11242,83.31858407079646
11243,87.92307692307692
11244,53.790055248618785
11245,52.752631578947366
11246,62.71830985915493
11247,68.29411764705883
11248,52.752631578947366
11249,70.144578313253
11250,52.37777777777778
11251,51.97872340425532
11252,66.41666666666667
11253,57.30107526881721
11254,89.825
11255,57.32203389830509
11256,61.285714285714285
11257,81.65217391304348
11258,57.30107526881721
11259,57.23529411764706
11260,52.404761904761905
11261,60.58139534883721
11262,63.03921568627451
11263,63.5
11264,84.625
11265,52.609756097560975
11266,52.609756097560975
11267,53.790055248618785
11268,53.839080459770116
11269,81.625
11270,58.06837606837607
11271,81.65217391304348
11272,56.111111111111114
11273,58.06837606837607
11274,52.609756097560975
11275,59.148148148148145
11276,58.06837606837607
11277,54.35294117647059
11278,54.951219512195124
11279,52.404761904761905
11280,87.0
11281,56.2
11282,58.06837606837607
11283,58.82857142857143
11284,49.916666666666664
11285,52.94915254237288
11286,54.951219512195124
11287,60.36842105263158
11288,84.8
11289,71.32075471698113
11290,63.5
11291,52.609756097560975
11292,52.609756097560975
11293,54.24817518248175
11294,80.65957446808511
11295,84.16666666666667
11296,74.41379310344827
11297,87.0
11298,53.790055248618785
11299,59.148148148148145
11300,57.30107526881721
11301,59.857142857142854
11302,52.94915254237288
11303,54.24817518248175
11304,83.82758620689656
11305,57.554794520547944
11306,57.554794520547944
11307,52.609756097560975
11308,61.095238095238095
11309,54.24817518248175
11310,58.042857142857144
11311,59.148148148148145
11312,52.752631578947366
11313,54.92857142857143
11314,53.790055248618785
11315,52.94915254237288
11316,87.0
11317,81.72222222222223
11318,63.111111111111114
11319,58.06837606837607
11320,54.24817518248175
11321,57.23529411764706
11322,78.04395604395604
11323,52.274193548387096
11324,51.75
11325,72.9090909090909
11326,87.19148936170212
11327,55.57142857142857
11328,60.36842105263158
11329,52.404761904761905
11330,62.71830985915493
11331,71.6
11332,75.14285714285714
11333,58.042857142857144
11334,58.042857142857144
11335,52.609756097560975
11336,58.64646464646464
11337,57.23529411764706
11338,57.5
11339,62.71830985915493
11340,52.609756097560975
11341,52.274193548387096
11342,87.19148936170212
11343,67.23684210526316
11344,58.06837606837607
11345,52.274193548387096
11346,88.57142857142857
11347,52.609756097560975
11348,63.5
11349,53.790055248618785
11350,84.52459016393442
11351,58.06837606837607
11352,58.3
11353,56.285714285714285
11354,62.6
11355,51.75
11356,66.63636363636364
11357,60.3421052631579
11358,87.19148936170212
